date,AT-pt,AT-dt,BE-pt,BE-dt,BG-pt,BG-dt,HR-pt,HR-dt,CY-pt,CY-dt,CZ-pt,CZ-dt,DK-pt,DK-dt,EE-pt,EE-dt,FI-pt,FI-dt,FR-pt,FR-dt,DE-pt,DE-dt,GR-pt,GR-dt,HU-pt,HU-dt,IS-pt,IS-dt,IE-pt,IE-dt,IT-pt,IT-dt,LV-pt,LV-dt,LI-pt,LI-dt,LT-pt,LT-dt,LU-pt,LU-dt,MT-pt,MT-dt,NL-pt,NL-dt,NO-pt,NO-dt,PL-pt,PL-dt,PT-pt,PT-dt,RO-pt,RO-dt,SK-pt,SK-dt,SI-pt,SI-dt,ES-pt,ES-dt,SE-pt,SE-dt,CH-pt,CH-dt,GB-pt,GB-dt
2021-10-04,744732,13547,1251857,25632,508800,21216,408918,8685,120498,554,1694107,30478,360411,2664,158895,1370,143997,1134,6857921,114620,4255388,93793,663433,14956,824876,30230,11958,33,394519,5249,4683646,131068,162120,2743,3560,58,339491,5105,78521,835,37221,459,2011530,18184,191017,861,2911549,75695,1071307,18000,1274119,37677,809552,12676,296083,4581,4965399,86527,1153655,14868,844209,11103,7934936,164698
2021-10-05,746104,13558,1253587,25640,511666,21320,409992,8704,120615,555,1694910,30483,360888,2664,159787,1379,144740,1138,6862305,114660,4260187,93883,666517,14991,825170,30246,11990,33,395643,5249,4686109,131118,163130,2757,3562,58,341125,5123,78620,835,37246,459,2013425,18191,191599,861,2912876,75741,1072037,18004,1289156,37929,811438,12690,297062,4589,4967200,86621,1155534,14876,845234,11107,7967985,164833
2021-10-06,747562,13566,1256191,25649,514208,21411,411917,8722,120761,557,1696016,30485,361461,2665,160832,1383,145469,1145,6865914,114679,4271734,93959,668811,15012,825799,30253,12035,33,396625,5280,4689341,131157,164801,2773,3562,58,343808,5142,78781,836,37264,459,2016171,18194,192079,871,2914962,75774,1072537,18008,1303900,38260,813926,12697,298274,4597,4969503,86678,1156248,14889,846327,11125,8006660,164947
2021-10-07,750242,13582,1258688,25665,516510,21505,413665,8730,120861,558,1697064,30493,362068,2668,161781,1387,146215,1147,6870807,114712,4283378,94027,671040,15042,826636,30259,12092,33,397831,5280,4692274,131198,166553,2783,3566,58,346106,5162,78941,836,37283,459,2018932,18200,192587,871,2916969,75803,1073268,18019,1318367,38542,815858,12705,299243,4600,4971310,86701,1157083,14904,847452,11118,8046390,165080
2021-10-08,752280,13590,1261102,25675,518995,21586,415356,8752,120992,558,1698061,30496,362738,2669,162735,1391,146826,1150,6874967,114750,4293807,94113,673317,15069,827410,30275,12147,33,399833,5280,4695291,131228,168248,2787,3567,58,348532,5187,79018,836,37307,459,2021433,18202,193054,871,2918863,75834,1074109,18027,1332221,38927,818022,12720,300084,4602,4973619,86778,1157822,14905,848418,11120,8081300,165202
2021-10-09,754134,13601,1261102,25675,520241,21616,416950,8763,120992,558,1699074,30499,363356,2669,163803,1394,147422,1158,6879701,114765,4302661,94178,675479,15105,827410,30275,12147,33,401773,5280,4698038,131274,169917,2794,3567,58,350991,5215,79018,836,37323,459,2023691,18204,193275,871,2920874,75864,1074813,18034,1346240,39209,820303,12729,300969,4607,4973619,86778,1157822,14905,848418,11120,8120713,165322
2021-10-10,756011,13609,1261102,25675,520862,21656,417858,8772,120992,559,1699743,30501,363900,2669,164618,1394,147847,1163,6883692,114773,4310273,94202,676799,15135,827410,30275,12147,33,403157,5280,4700316,131301,171276,2801,3567,58,353088,5240,79018,836,37347,459,2026402,18204,193562,871,2922401,75869,1075312,18041,1356640,39420,821714,12731,301458,4613,4973619,86778,1157822,14905,848418,11120,8154306,165437
2021-10-11,757595,13621,1266562,25695,524333,21813,418028,8778,121364,560,1700078,30504,364464,2671,165345,1400,148246,1166,6884812,114808,4313384,94209,679157,15177,829456,30303,12243,33,404514,5280,4701832,131335,172278,2806,3567,58,354319,5269,79196,837,37358,459,2029289,18209,193734,871,2923304,75869,1075639,18048,1365788,39629,822475,12735,301644,4617,4977448,86827,1157822,14905,850684,11133,8193769,165575
2021-10-12,758894,13631,1269002,25713,527802,21906,419035,8802,121534,560,1704003,30512,365051,2674,166601,1402,148937,1171,6890619,114860,4318355,94297,682394,15210,829911,30320,12287,33,405970,5280,4704318,131384,173654,2819,3572,60,356227,5292,79300,837,37375,459,2033005,18215,194630,871,2925425,75918,1076358,18056,1382531,40071,824687,12752,302654,4618,4977448,86827,1159560,14920,851610,11140,8231437,165711
2021-10-13,760490,13643,1272669,25726,531129,22004,421057,8829,121700,560,1705532,30518,365840,2674,167828,1404,149547,1174,6890619,114860,4330258,94389,684706,15241,830725,30330,12342,33,408021,5306,4707087,131421,175890,2836,3576,60,358902,5323,79463,838,37393,459,2036628,18227,195029,884,2928065,75958,1077186,18065,1398264,40461,827648,12772,303882,4623,4980206,86869,1160465,14922,852658,11146,8272883,165848
2021-10-14,763211,13662,1276221,25732,534312,22102,422908,8847,121842,560,1704436,30524,366607,2676,168884,1409,150185,1177,6899839,114887,4342640,94461,687278,15289,831866,30341,12390,33,409647,5306,4709753,131461,178298,2857,3580,60,361938,5362,79628,838,37412,459,2040337,18231,195385,884,2931064,76018,1077963,18071,1414647,40765,830031,12791,304963,4627,4982138,86917,1161264,14926,853637,11152,8317439,166009
2021-10-15,765326,13673,1279869,25747,537752,22188,424666,8862,121995,560,1705971,30528,367307,2679,170159,1415,150743,1181,6905628,114921,4354158,94526,689896,15317,833115,30351,12455,33,411554,5306,4712482,131503,180440,2869,3584,60,364930,5388,79720,839,37437,459,2044039,18237,195808,884,2933834,76067,1078729,18078,1430475,41130,832457,12816,306064,4631,4984386,86974,1161933,14956,854591,11158,8361651,166149
2021-10-16,767720,13684,1279869,25747,539619,22231,426613,8877,121995,562,1707756,30539,368060,2680,171395,1422,151305,1183,6910527,114936,4365107,94601,692197,15348,833115,30351,12455,33,413734,5306,4715464,131517,183239,2881,3584,60,367691,5413,79720,839,37445,459,2047711,18242,196142,884,2937069,76111,1079341,18088,1445714,41482,834975,12816,307503,4635,4984386,86974,1161933,14956,854591,11157,8404469,166301
2021-10-17,770102,13696,1279869,25747,540619,22274,427914,8896,121995,563,1708925,30545,368651,2685,172514,1426,151649,1184,6914305,114941,4373789,94618,693886,15375,833115,30351,12455,33,415114,5306,4717899,131541,185614,2890,3584,60,369966,5445,79720,839,37453,459,2051065,18248,196351,884,2939590,76112,1079806,18097,1457260,41781,837146,12846,308136,4638,4984386,86974,1161933,14956,854591,11156,8449165,166442
2021-10-18,772251,13717,1289033,25780,545598,22488,428233,8907,122362,565,1709716,30554,369403,2688,173335,1429,151968,1188,6915362,114987,4377845,94628,697033,15418,836389,30402,12614,33,416690,5306,4719493,131585,186869,2897,3589,60,371605,5473,79982,839,37464,459,2054960,18250,196896,884,2941126,76115,1080097,18100,1467401,42042,838331,12854,308501,4641,4988878,87030,1161933,14956,856957,11162,8497868,166581
2021-10-19,774247,13737,1292887,25797,550555,22612,429974,8928,122528,565,1712246,30570,370159,2690,174436,1435,152629,1194,6920457,115001,4384616,94716,700959,15447,837248,30418,12703,33,419087,5306,4722188,131655,188722,2920,3606,60,373958,5500,80085,840,37486,459,2059534,18263,197504,884,2945056,76179,1080929,18106,1486264,42616,841322,12864,310170,4645,4990767,87051,1163595,14963,858198,11168,8541192,166724
2021-10-20,776974,13748,1299439,25816,555077,22719,433136,8951,122709,567,1715515,30574,371286,2694,175782,1438,153179,1195,6926248,115024,4401631,94808,704211,15485,838916,30448,12775,33,421234,5369,4725887,131688,191321,2944,3610,60,377591,5516,80331,842,37506,459,2064729,18273,198161,893,2950616,76254,1081856,18109,1503422,43039,845619,12872,312316,4654,4993295,87082,1164402,14985,859646,11173,8589737,166878
2021-10-21,780956,13761,1305678,25835,559893,22839,436189,8968,122852,567,1718808,30587,372533,2696,177287,1444,153695,1197,6932261,115061,4417708,94875,707587,15519,841277,30468,12827,33,423260,5369,4729678,131724,194256,2967,3619,60,380846,5552,80462,842,37523,459,2070597,18280,198909,893,2956207,76300,1082721,18117,1519532,43487,849611,12883,314162,4661,4995176,87102,1165194,14986,861123,11178,8641221,167043
2021-10-22,784574,13775,1312360,25846,564719,22975,439447,8985,122996,568,1722446,30593,373803,2696,178610,1449,154318,1199,6937872,115084,4437280,94991,711128,15555,843825,30492,12899,33,425725,5369,4733557,131763,197389,2992,3623,60,383784,5588,80603,842,37533,459,2076273,18290,199550,894,2961923,76359,1083651,18125,1534942,43844,854024,12886,316138,4669,4997732,87132,1165996,14993,862411,11182,8689949,167194
2021-10-23,788060,13791,1312360,25846,568073,23033,443032,9010,122996,569,1726690,30608,375065,2697,180252,1454,154898,1207,6944163,115107,4452425,95077,714283,15598,843825,30492,12899,33,428152,5369,4737462,131802,200321,3018,3623,60,387091,5610,80603,842,37539,459,2082563,18313,200093,894,2968200,76434,1084534,18129,1550203,44290,858435,12895,318412,4678,4997732,87132,1165996,14993,862411,11181,8734934,167365
2021-10-24,791769,13809,1312360,25846,569443,23073,445325,9038,122996,569,1729458,30615,376414,2699,182039,1461,155272,1211,6949168,115111,4466157,95100,716358,15628,843825,30492,12899,33,429877,5369,4741185,131826,202573,3028,3623,60,389795,5638,80603,842,37551,459,2087859,18314,200517,894,2972927,76447,1085138,18133,1561928,44679,862348,12903,319913,4683,4997732,87132,1165996,14993,862411,11182,8773674,167531
2021-10-25,795302,13826,1328202,25889,575306,23316,446005,9060,123357,571,1731287,30625,377825,2699,183320,1469,155661,1213,6950451,115154,4472730,95117,720295,15682,850513,30567,13142,33,431722,5369,4743720,131856,203460,3049,3629,60,391596,5669,80603,842,37564,460,2093606,18320,201410,894,2975880,76447,1085451,18138,1571115,44980,864213,12917,320620,4693,5002217,87186,1165996,14993,865708,11193,8809774,167680
2021-10-26,798099,13849,1333947,25914,582122,23440,449365,9090,123546,571,1735552,30648,379078,2703,184509,1477,156454,1226,6956491,115182,4483203,95245,724571,15707,852214,30611,13236,33,433902,5369,4747773,131904,205577,3076,3645,61,394004,5701,81124,842,37580,460,2100866,18340,202554,895,2982143,76540,1086280,18141,1587880,45503,868738,12935,322914,4704,5004143,87238,1168271,15002,865708,11204,8853227,167857
2021-10-27,801545,13861,1342718,25946,587765,23594,453936,9116,123708,572,1741859,30667,380949,2708,186530,1483,157134,1230,6963019,115215,4506415,95359,728210,15770,855339,30647,13313,33,435526,5436,4752368,131954,208783,3109,3652,61,397662,5736,81363,843,37595,460,2108549,18357,203734,900,2990509,76672,1087245,18144,1602830,46015,874816,12957,326083,4713,5006675,87289,1169530,15016,869044,11207,8897149,168034
2021-10-28,806032,13886,1351913,25976,592943,23718,458090,9142,123908,572,1747701,30689,382796,2709,188522,1491,157774,1235,6968918,115243,4534452,95485,731167,15801,859378,30692,13413,33,438124,5436,4757231,132004,211702,3173,3653,61,401299,5780,81501,843,37610,460,2115938,18371,204730,900,2998891,76773,1088133,18149,1616027,46430,881087,12977,328729,4723,5008887,87322,1170422,15018,870837,11219,8936155,168233
2021-10-29,810342,13915,1360650,25994,598199,23872,462482,9168,124017,572,1752086,30705,384580,2709,190201,1502,158364,1240,6975016,115260,4559120,95606,734778,15856,863419,30729,13492,33,440665,5436,4762563,132037,214460,3198,3662,61,404691,5818,81683,843,37618,461,2123880,18384,205855,900,3008294,76875,1088977,18153,1628501,46911,887197,13000,331206,4730,5011148,87368,1171512,15025,872558,11233,8979236,168418
2021-10-30,816280,13932,1360650,25994,601035,23918,467029,9198,124017,575,1757821,30736,386251,2713,192092,1516,159019,1242,6982376,115282,4580663,95696,739448,15894,863419,30729,13492,33,443631,5436,4767440,132074,217339,3237,3662,61,408021,5846,81683,843,37637,461,2132052,18397,206653,900,3018100,76990,1089888,18156,1640607,47324,893866,13018,334188,4739,5011148,87368,1171512,15025,872558,11233,9019962,168582
2021-10-31,822260,13946,1360650,25994,602492,23999,470348,9220,124017,575,1762902,30753,387783,2714,193969,1531,159424,1245,6988705,115294,4597550,95729,742170,15938,863419,30729,13492,33,445594,5436,4771965,132100,219139,3253,3662,61,410809,5888,81683,843,37653,461,2139746,18411,207280,900,3025247,76999,1090651,18157,1648031,47751,898926,13034,335850,4745,5011148,87368,1171512,15025,872558,11234,9057629,168778
2021-11-01,827894,13973,1360650,25994,608499,24309,471474,9251,124444,575,1765654,30775,389240,2716,195382,1540,159863,1250,6990332,115296,4607208,95752,747595,15990,874630,30881,13739,33,448449,5436,4774783,132120,219911,3269,3662,61,413028,5925,81683,843,37673,461,2147473,18423,208615,902,3030151,77012,1091142,18162,1655024,48073,902044,13045,337108,4756,5011148,87368,1171512,15025,877098,11242,9097311,168970
2021-11-02,832692,13991,1360650,25994,614362,24454,472259,9291,124724,576,1773291,30807,391221,2716,196951,1550,160836,1262,6992339,115383,4618021,95833,754451,16050,876497,30920,13829,34,452172,5436,4777614,132161,221795,3312,3685,61,415142,5951,82092,848,37702,462,2156582,18441,210241,902,3034668,77021,1091592,18171,1666097,48664,905284,13076,338246,4766,5016968,87423,1174273,15040,879051,11259,9130857,169135
2021-11-03,837980,14014,1393358,26083,619284,24589,476832,9332,124973,576,1783227,30840,393199,2717,199251,1563,161591,1265,7002389,115418,4638419,96027,760592,16109,879092,30994,13923,34,455346,5492,4782802,132224,224513,3357,3699,61,417449,5992,82190,848,37736,462,2166796,18474,211755,919,3045102,77145,1092666,18180,1676293,49115,913536,13112,341699,4784,5019255,87462,1175425,15043,881660,11261,9171660,169319
2021-11-04,844561,14038,1403548,26105,623946,24755,483142,9364,125161,576,1792707,30878,395797,2722,201194,1574,162362,1272,7011068,115457,4672368,96192,767376,16151,885360,31101,14087,34,458370,5492,4788704,132283,226860,3401,3708,61,420398,6034,82623,849,37773,462,2177707,18497,213289,920,3060613,77395,1094048,18184,1685264,49604,922403,13146,346220,4793,5022546,87477,1176269,15050,884597,11265,9208219,169487
2021-11-05,853532,14074,1403548,26105,628680,24940,490074,9400,125413,576,1801154,30938,398048,2725,202629,1581,163164,1281,7019847,115481,4709488,96346,774265,16200,892164,31184,14255,34,462273,5492,4795465,132334,228681,3444,3728,61,423850,6067,82842,849,37813,462,2189661,18517,214795,922,3076518,77547,1095337,18193,1693532,50087,931129,13166,349996,4806,5025639,87504,1177094,15057,887446,11273,9241916,169653
2021-11-06,863318,14103,1414463,26131,631506,25005,497168,9450,125413,577,1810395,30985,400145,2735,204148,1598,164006,1292,7029452,115506,4743490,96488,780621,16243,892164,31184,14255,34,465958,5492,4802225,132365,230569,3472,3728,61,427333,6096,82842,849,37854,462,2201010,18553,215857,922,3091713,77733,1096534,18198,1701589,50482,939755,13205,353660,4820,5025639,87504,1177094,15057,887446,11274,9272066,169823
2021-11-07,873026,14138,1414463,26131,632762,25074,501327,9500,125413,577,1816161,31022,402561,2738,205096,1610,164520,1301,7037999,115516,4767033,96525,784904,16295,892164,31184,14255,34,469386,5492,4808047,132391,231824,3499,3728,61,429704,6128,82842,849,37904,462,2212814,18561,216855,922,3104220,77757,1097557,18203,1706882,50755,946520,13229,355979,4830,5025639,87504,1177094,15057,887446,11274,9301909,169984
2021-11-08,881145,14170,1438830,26200,638048,25408,502569,9546,125947,577,1819158,31053,404855,2740,205883,1617,165028,1305,7039756,115558,4782546,96558,792239,16361,909998,31398,14571,34,472547,5492,4812594,132423,232247,3515,3738,61,431157,6157,83294,851,37931,462,2224096,18583,218387,921,3111534,77760,1098125,18209,1711137,50996,951417,13269,357262,4843,5032056,87558,1177094,15057,894093,11282,9333891,170144
2021-11-09,889169,14199,1438830,26200,643003,25555,507535,9605,126231,577,1828440,31173,407417,2742,206972,1623,166150,1317,7051795,115597,4804378,96727,801208,16414,914586,31521,14757,34,477878,5492,4818705,132491,233698,3561,3781,61,433519,6193,83479,852,37966,462,2236744,18612,220513,924,3125179,77980,1099307,18217,1718726,51483,959699,13314,360614,4855,5032056,87558,1179192,15065,897078,11295,9366676,170301
2021-11-10,896928,14234,1463548,26261,646856,25754,514850,9655,126497,577,1843019,31229,410434,2745,208326,1637,166983,1326,7062794,115630,4844054,96963,808297,16493,923020,31619,14935,34,480846,5566,4826738,132551,235387,3598,3814,61,436658,6234,83826,852,38004,462,2253031,18637,222296,947,3143725,78250,1100961,18222,1725017,51888,969099,13367,365095,4875,5038517,87617,1180518,15076,901228,11306,9406001,170471
2021-11-11,908903,14273,1463548,26261,650063,25950,521837,9721,126772,577,1856555,31289,412566,2749,209597,1650,167951,1330,7075244,115643,4894250,97198,815068,16560,931414,31751,15140,34,484523,5566,4835435,132618,236765,3646,3841,61,439299,6264,84069,854,38067,462,2269235,18663,224302,948,3162804,78524,1102438,18231,1730433,52206,978203,13405,368669,4885,5042803,87647,1181532,15078,905112,11309,9448402,170629
2021-11-12,922128,14304,1484712,26321,653209,26125,528286,9774,127036,587,1866969,31355,417151,2753,210542,1662,168885,1336,7079005,115691,4942890,97389,821900,16616,939784,31867,15321,34,490001,5566,4843957,132686,238153,3683,3846,61,442115,6286,84248,855,38117,462,2283083,18695,226064,950,3175769,78555,1104189,18234,1735277,52513,987623,13446,372109,4899,5047156,87673,1182471,15082,909038,11325,9487302,170774
2021-11-13,932719,14367,1484712,26321,654819,26191,534601,9840,127036,587,1881206,31431,420099,2760,211535,1668,169831,1341,7093651,115707,4987971,97617,828032,16686,939784,31867,15321,34,494643,5566,4852496,132739,239575,3734,3846,61,444541,6307,84248,855,38168,462,2295107,18728,227370,950,3190067,78821,1106005,18242,1739283,52836,997514,13485,375775,4920,5047156,87673,1182471,15082,909038,11325,9524971,170926
2021-11-14,945373,14426,1484712,26321,655647,26279,538752,9881,127036,587,1890405,31481,423322,2767,212096,1673,170449,1344,7106147,115724,5021469,97672,831874,16766,939784,31867,15321,34,498448,5566,4860061,132775,240340,3762,3846,61,446091,6332,84248,855,38200,462,2314304,18734,228526,950,3204515,78867,1107488,18257,1742304,53069,1005182,13537,378142,4941,5047156,87673,1182471,15082,909038,11326,9561099,171059
2021-11-15,956813,14486,1512474,26403,658870,26555,539887,9936,127684,588,1896075,31541,426992,2772,212607,1690,171020,1350,7109125,115795,5045076,97715,838824,16838,960844,32171,15741,34,503006,5566,4865260,132819,240762,3765,3877,61,447062,6365,84738,859,38255,462,2334472,18750,229309,951,3214023,78879,1108462,18265,1744440,53264,1010857,13598,379964,4953,5056954,87716,1182471,15082,918750,11347,9600369,171230
2021-11-16,968012,14534,1524862,26444,662739,26676,544330,9986,128038,588,1907629,31636,430891,2781,213474,1701,172272,1367,7128903,115842,5077124,97980,847188,16923,966167,32336,15968,34,507413,5566,4873075,132893,241839,3796,3945,61,448956,6401,84866,859,38319,462,2355232,18785,232839,952,3230634,79161,1110155,18274,1748568,53661,1021273,13644,383734,4959,5061045,87745,1185093,15094,923047,11353,9637190,171396
2021-11-17,978997,14581,1543299,26484,665578,26840,551000,10050,128770,588,1930214,31709,434798,2786,214496,1707,173471,1376,7149118,115898,5129950,98274,853841,17012,976432,32514,16113,34,511045,5609,4883242,132965,243340,3875,4003,61,451247,6428,85361,859,38383,462,2378823,18829,235314,995,3254875,79624,1112682,18283,1752103,54011,1032240,13687,388011,4977,5067712,87775,1186387,15107,929031,11356,9675058,171523
2021-11-18,995468,14633,1559998,26526,668363,26985,558270,10113,129158,589,1944400,31769,438811,2792,215367,1714,174641,1381,7168026,115947,5195321,98538,861117,17075,987199,32645,16243,34,515691,5609,4893887,133034,244561,3901,4041,61,453422,6457,85660,862,38449,462,2399849,18863,237739,996,3279787,79994,1115080,18295,1755179,54343,1040996,13725,391677,5001,5074027,87804,1187607,15109,935047,11364,9721916,171654
2021-11-19,1010492,14692,1581500,26568,671100,27124,560504,10178,129158,589,1957816,31879,442881,2797,216081,1723,175856,1385,7188721,115994,5248291,98739,868868,17168,998488,32780,16435,34,518824,5609,4904441,133082,245006,3920,4131,61,455183,6477,85960,862,38528,463,2421643,18900,240103,999,3303046,80399,1117451,18300,1758068,54624,1051745,13781,395203,5022,5080663,87810,1188735,15110,941218,11377,9766153,171796
2021-11-20,1025373,14746,1581500,26568,672555,27180,566118,10243,129888,590,1980849,32005,446676,2807,216544,1728,177130,1391,7211399,116017,5312215,98987,874812,17237,998488,32780,16435,34,524783,5609,4915981,133131,245623,3940,4131,61,457236,6515,85960,862,38587,463,2442286,18955,241441,999,3326464,80781,1119784,18310,1760765,54838,1064680,13818,398439,5044,5080663,87810,1188735,15110,941218,11382,9806034,171939
2021-11-21,1039442,14812,1581500,26568,673288,27253,570380,10303,129888,590,1995291,32079,450091,2810,217381,1735,177838,1399,7231148,116032,5354942,99062,878920,17313,998488,32780,16435,34,528964,5609,4925688,133177,246116,3950,4144,61,458664,6541,85960,862,38709,463,2465288,18966,242911,999,3345388,80822,1122283,18321,1762701,54959,1074264,13861,400685,5063,5080663,87810,1188735,15110,941218,11382,9845492,172060
2021-11-22,1053541,14860,1623560,26669,676750,27507,571707,10376,130591,591,2018069,32304,453802,2816,217784,1746,178513,1404,7235966,116127,5385585,99124,886207,17425,1025697,33172,16800,34,534594,5609,4932091,133247,246465,3967,4321,61,459563,6574,86637,862,38771,464,2488244,18995,245302,1002,3357763,80830,1123758,18339,1764251,55113,1081626,13919,402083,5080,5096538,87832,1188735,15110,955810,11407,9889926,172190
2021-11-23,1065176,14929,1635675,26705,679983,27658,576633,10438,131028,591,2019030,32309,458001,2820,218604,1754,179935,1414,7266361,116210,5430911,99433,894555,17517,1032215,33343,17002,34,538255,5609,4942135,133330,247758,4007,4321,61,461347,6603,86796,862,38842,464,2511953,19048,246822,1003,3377698,81228,1126318,18353,1766987,55386,1092704,13985,405477,5103,5103315,87866,1192560,15126,962165,11416,9932408,172340
2021-11-24,1077153,14995,1659025,26743,682552,27778,582769,10505,131462,591,2044018,32408,462427,2829,219259,1763,181273,1424,7296757,116289,5497795,99768,901661,17612,1044852,33519,17152,35,542146,5652,4954585,133415,249037,4063,4396,61,463691,6621,87352,862,38928,464,2534137,19098,251397,1049,3406129,81688,1130091,18370,1769783,55617,1105970,14056,408623,5114,5111842,87904,1194636,15142,970753,11435,9974843,172464
2021-11-25,1091668,15060,1679861,26793,684922,27891,589015,10569,131462,591,2062064,32523,466817,2841,219878,1773,182528,1433,7330086,116356,5573756,100119,908222,17693,1057017,33704,17294,35,546909,5652,4968341,133486,250132,4083,4432,61,465709,6643,87773,864,39011,466,2555415,19158,254367,1050,3434272,82186,1133241,18385,1771887,55829,1119111,14107,411301,5125,5121100,87931,1196688,15142,978801,11455,10021497,172605
2021-11-26,1106126,15121,1701633,26840,687410,27996,594475,10644,131951,591,2089857,32643,470893,2850,220514,1781,183804,1444,7364380,116416,5650170,100476,914824,17779,1068888,33866,17446,35,551528,5652,4982022,133537,251006,4113,4477,61,467762,6664,88108,866,39067,468,2577446,19217,257309,1050,3461066,82607,1136446,18393,1773845,55989,1131206,14177,413664,5142,5131012,87955,1198848,15145,986834,11470,10070841,172737
2021-11-27,1118256,15195,1701633,26840,688628,28043,599977,10695,131951,591,2110274,32744,474637,2863,221160,1789,185104,1452,7401437,116448,5717295,100779,920683,17861,1068888,33866,17446,35,556319,5652,4994891,133627,251925,4130,4477,61,469853,6686,88108,866,39162,468,2599579,19272,259200,1050,3487254,82986,1139810,18405,1775572,56169,1143068,14228,415898,5165,5131012,87955,1198848,15145,986834,11470,10110408,172861
2021-11-28,1130304,15275,1701633,26840,689356,28101,603316,10759,131951,591,2132380,32929,478927,2872,221549,1791,185898,1460,7433018,116469,5761696,100883,924506,17959,1068888,33866,17446,35,560054,5652,5007818,133674,252413,4146,4507,61,471244,6709,88108,866,39234,468,2621022,19317,260921,1050,3507828,83037,1142707,18417,1776949,56275,1152125,14274,417376,5188,5131012,87955,1198848,15145,986834,11471,10146915,173005
2021-11-29,1139925,15334,1749469,26966,692376,28325,604347,10826,133860,594,2133098,32953,483253,2883,221860,1798,186688,1463,7441297,116591,5791060,100956,931183,18067,1096718,34326,17770,35,564657,5652,5015790,133739,252728,4155,4562,61,471932,6735,89010,874,39329,468,2643176,19349,263798,1050,3520961,83055,1144342,18430,1778045,56382,1159767,14341,418413,5208,5153923,88008,1198848,15145,1006239,11500,10189059,173149
2021-11-30,1147912,15405,1766035,27015,695057,28453,608205,10899,134473,597,2150042,33069,487401,2895,222584,1800,188390,1478,7486179,116702,5836813,101344,938903,18157,1103108,34521,17894,35,570115,5652,5028547,133828,253659,4179,4678,61,473717,6755,89181,875,39435,468,2661691,19414,267843,1054,3540061,83583,1147249,18441,1779667,56529,1170200,14418,420898,5224,5164184,88052,1204859,15151,1014662,11522,10228772,173270
2021-12-01,1156022,15485,1786444,27072,697162,28542,613914,10967,134965,598,2172084,33186,492521,2909,223171,1803,189817,1485,7535587,116793,5903999,101790,945095,18234,1114260,34713,18055,35,573905,5707,5043620,133931,254690,4213,4745,61,475656,6778,89766,876,39530,468,2684734,19459,271623,1092,3569137,84153,1151919,18458,1780808,56618,1182562,14503,423162,5240,5174720,88080,1207498,15161,1025129,11548,10276007,173408
2021-12-02,1166983,15536,1809557,27120,699180,28656,619255,11043,135503,598,2193289,33317,497201,2912,223689,1808,191261,1497,7583957,116895,5977208,102178,951351,18325,1124726,34931,18198,35,578064,5707,5060430,134003,255402,4232,4809,62,477674,6803,90336,879,39668,468,2706263,19524,275763,1093,3596491,84656,1154817,18471,1781957,56684,1192439,14606,425288,5255,5189220,88122,1209935,15164,1034675,11566,10329074,173531
2021-12-03,1175757,15611,1827467,27167,701469,28769,623776,11096,136097,599,2211972,33450,501760,2927,224195,1810,192729,1502,7633529,117016,6051560,102568,957552,18427,1134869,35122,18333,35,583472,5707,5077445,134077,256125,4248,4862,62,479853,6822,90774,880,39806,468,2728876,19586,279954,1093,3623452,85126,1157352,18492,1783630,56890,1209977,14696,427035,5272,5202958,88159,1212145,15170,1044633,11591,10379647,173678
2021-12-04,1183006,15688,1827467,27167,702454,28805,628241,11150,136525,601,2229715,33576,506085,2939,224654,1815,194258,1508,7684993,117064,6116070,102946,962695,18516,1134869,35122,18333,35,589094,5707,5094072,134152,256852,4261,4862,62,481913,6841,90774,880,39865,468,2751954,19642,282918,1093,3649027,85630,1163001,18514,1785120,57021,1221771,14771,428945,5290,5202958,88159,1212145,15170,1044633,11589,10421104,173841
2021-12-05,1189268,15758,1827467,27167,703160,28852,631037,11218,136832,601,2240721,33665,509111,2946,224993,1823,195230,1515,7727146,117091,6158125,103040,966221,18595,1134869,35122,18333,35,594250,5707,5109082,134195,257329,4267,4893,62,483450,6861,90774,880,39934,468,2772919,19668,284448,1093,3671421,85675,1166787,18537,1786036,57099,1230343,14826,430064,5303,5202958,88159,1212145,15170,1044633,11591,10464389,173958
2021-12-06,1194582,15828,1868906,27319,705586,29060,631765,11269,137538,602,2247067,33768,516257,2956,225294,1825,196233,1520,7738424,117283,6185961,103121,971148,18716,1157568,35611,18642,35,597161,5707,5118576,134287,257559,4277,4941,62,484251,6883,91709,885,40015,468,2790830,19702,287123,1096,3684671,85700,1169003,18551,1786839,57153,1234982,14900,430839,5319,5202958,88159,1212145,15170,1068528,11625,10515239,174101
2021-12-07,1198852,15887,1879784,27360,707885,29163,635027,11329,138157,602,2262666,33902,522581,2965,225837,1826,197310,1523,7794665,117447,6222020,103520,978402,18815,1161879,35835,18765,35,602726,5707,5134318,134386,258419,4300,5053,64,486117,6901,91908,888,40101,468,2808892,19770,294754,1096,3704040,86205,1172420,18572,1788260,57260,1244362,15004,432793,5336,5246766,88237,1219557,15177,1078503,11661,10560341,174233
